,District,Sub-District,Vaccination Site Name,Type of site,Pfizer or J&J,Start Date,Site Active (Yes/No),Open Days per week,Capacity per day
89,Zululand DM,Ulundi LM,KwaNjojo Hall,Temporary Outreach Site,Pfizer,19.07.2021,Yes,2 days,150
0,Nkangala DM,Steve Tshwete LM,Middelburg Hospital,Primary Vaccination Site,Pfizer,2021-05-17 00:00:00,Yes,5 days,120.0
1,Nkangala DM,Steve Tshwete LM,Adelaide Tambo Hall,Temporary Outreach Site,Pfizer,5/28/2021,Yes,5 days,40.0
2,Nkangala DM,Steve Tshwete LM,Eric Jiyane Hall,Temporary Outreach Site,Pfizer,6/24/2021,Yes,5 days,40.0
3,Nkangala DM,Steve Tshwete LM,Nasareth Hall,Temporary Outreach Site,Pfizer,6/1/2021,Yes,5 days,40.0
4,Nkangala DM,Steve Tshwete LM,Eastdene Hall,Temporary Outreach Site,Pfizer,6/4/2021,Yes,5 days,40.0
5,Nkangala DM,Steve Tshwete LM,Rockdale Clinic,Primary Vaccination Site,J&J,7/19/2021,Yes,5 days,40.0
6,Nkangala DM,Steve Tshwete LM,Sikhululiwe Clinic,Primary Vaccination Site,Pfizer,6/1/2021,Yes,5 days,40.0
7,Nkangala DM,Steve Tshwete LM,CCM Church,Temporary Vaccination Site,Pfizer,6/14/2021,Yes,5 days,40.0
8,Nkangala DM,Steve Tshwete LM,Hendrina Municipal Chamber,Temporary Vaccination Site,Pfizer,6/14/2021,Yes,5 days,40.0
9,Nkangala DM,Steve Tshwete LM,Sydney Choma Hall,Temporary Vaccination Site,Pfizer,6/1/2021,Yes,5 days,40.0
10,Nkangala DM,Steve Tshwete LM,Piet Tlou Hall,Temporary Vaccination Site,Pfizer,6/1/2021,Yes,5 days,40.0
11,Nkangala DM,Steve Tshwete LM,Cynthia Murphy Hall,Temporary Vaccination Site,Pfizer,6/1/2021,Yes,5 days,40.0
12,Nkangala DM,Steve Tshwete LM,Taaljard Cricketclub Hall,Temporary Vaccination Site,Pfizer,6/1/2021,Yes,5 days,40.0
13,Nkangala DM,Steve Tshwete LM,Kwazamokuhle Clinic,Primary Vaccination Site,J&J,7/19/2021,Yes,5 days,40.0
14,Nkangala DM,Emakhazeni LM,Siyathuthuka Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,5 days,40.0
15,Nkangala DM,Emakhazeni LM,Beyers Naude Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,5 days,40.0
16,Nkangala DM,Emakhazeni LM,Ben Gazi Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,5 days,40.0
17,Nkangala DM,Emakhazeni LM,Machadodorp Clinic,Temporary Outreach Site,Pfizer,7/15/2021,Yes,5 days,40.0
18,Nkangala DM,Emakhazeni LM,Sakhelwe Clinic,Temporary Outreach Site,Pfizer,7/15/2021,Yes,5 days,40.0
19,Nkangala DM,Emakhazeni LM,Wonderfontein Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,5 days,40.0
20,Nkangala DM,Dr JS Moroka LM,Ga-Phaahla Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,5 days,200.0
21,Nkangala DM,Dr JS Moroka LM,Vaalbank Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,2 days,80.0
22,Nkangala DM,Dr JS Moroka LM,Marapyane Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,3 days,120.0
23,Nkangala DM,Dr JS Moroka LM,Matshiding Community Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,3 days,120.0
24,Nkangala DM,Dr JS Moroka LM,Lefiso Community Hall,Temporary Outreach Site,Pfizer,5/27/2021,Yes,2 days,80.0
25,Nkangala DM,Dr JS Moroka LM,Allmansdrift C Community Hall,Temporary Outreach Site,Pfizer,5/27/2021,Yes,2 days,80.0
26,Nkangala DM,Dr JS Moroka LM,Nokaneng Community Hall,Temporary Outreach Site,Pfizer,5/31/2021,Yes,3 days,120.0
27,Nkangala DM,Dr JS Moroka LM,Thabana Community Hall,Temporary Outreach Site,Pfizer,6/3/2021,Yes,2 days,80.0
28,Nkangala DM,Dr JS Moroka LM,Pankop Community Hall,Temporary Outreach Site,Pfizer,5/31/2021,Yes,3 days,80.0
29,Nkangala DM,Dr JS Moroka LM,Kameelrivier B Hall,Temporary Outreach Site,Pfizer,6/7/2021,Yes,2 days,80.0
30,Nkangala DM,Dr JS Moroka LM,Phake Bethesda Church,Temporary Outreach Site,Pfizer,6/3/2021,Yes,2 days,80.0
31,Nkangala DM,Dr JS Moroka LM,Katjibana Tribal Office Center,Temporary Outreach Site,Pfizer,6/3/2021,Yes,2 days,80.0
32,Nkangala DM,Dr JS Moroka LM,Nkosini Cluster Community Hall,Temporary Outreach Site,Pfizer,6/9/2021,Yes,3 days,120.0
33,Nkangala DM,Dr JS Moroka LM,Mmametlhake Hospital,Temporary Outreach Site,J&J,6/7/2021,Yes,3 days,120.0
34,Nkangala DM,Dr JS Moroka LM,Witllagte Tribal Hall,Temporary Outreach Site,Pfizer,6/7/2021,Yes,2 days,80.0
35,Nkangala DM,Dr JS Moroka LM,Digwale Community Hall,Temporary Outreach Site,Pfizer,6/14/2021,Yes,2 days,80.0
36,Nkangala DM,Dr JS Moroka LM,Loding Dutch Reformed Church,Temporary Outreach Site,Pfizer,6/10/2021,Yes,2 days,80.0
37,Nkangala DM,Dr JS Moroka LM,Seabe Mmutle School,Temporary Outreach Site,Pfizer,6/9/2021,Yes,2 days,80.0
38,Nkangala DM,Dr JS Moroka LM,Pieterskraal Ndebele Church,Temporary Outreach Site,Pfizer,6/17/2021,Yes,2 days,80.0
39,Nkangala DM,Dr JS Moroka LM,Troya CBC Church,Temporary Outreach Site,Pfizer,6/14/2021,Yes,2 days,80.0
40,Nkangala DM,Dr JS Moroka LM,Allmansdrift B Hall,Temporary Outreach Site,Pfizer,6/14/2021,Yes,2 days,80.0
41,Nkangala DM,Dr JS Moroka LM,Watervaal Social Grant PayPoint,Temporary Outreach Site,Pfizer,6/21/2021,Yes,3 days,120.0
42,Nkangala DM,Dr JS Moroka LM,Makometsane Roman Catholic Church,Temporary Outreach Site,Pfizer,6/21/2021,Yes,2 days,80.0
43,Nkangala DM,Dr JS Moroka LM,Senotlelo Multipurpose Centre,Temporary Outreach Site,Pfizer,6/21/2021,Yes,2 days,80.0
44,Nkangala DM,Dr JS Moroka LM,Marathobolong Home base Care Centre,Temporary Outreach Site,Pfizer,6/24/2021,Yes,1 day,40.0
45,Nkangala DM,Dr JS Moroka LM,Lefisoane Hall,Temporary Outreach Site,Pfizer,6/24/2021,Yes,1 day,40.0
46,Nkangala DM,Dr JS Moroka LM,Wolwekraal Church Of God,Temporary Outreach Site,Pfizer,6/24/2021,Yes,1 day,40.0
47,Nkangala DM,Dr JS Moroka LM,Mogononong Home base Care Centre,Temporary Outreach Site,Pfizer,6/25/2021,Yes,1 day,40.0
48,Nkangala DM,Dr JS Moroka LM,Ga Maria Homebase Care Centre,Temporary Outreach Site,Pfizer,6/25/2021,Yes,1 day,40.0
49,Nkangala DM,Dr JS Moroka LM,Magana Aids Project Centre,Temporary Outreach Site,Pfizer,6/28/2021,Yes,2 days,80.0
50,Nkangala DM,Dr JS Moroka LM,Phake Rankaile Social Grant Pay Point,Temporary Outreach Site,Pfizer,6/28/2021,Yes,1 day,40.0
51,Nkangala DM,Dr JS Moroka LM,Phake Ratlhagane Dutch Reformed Church,Temporary Outreach Site,Pfizer,6/29/2021,Yes,1 day,40.0
52,Nkangala DM,Dr JS Moroka LM,Molapomogale,Temporary Outreach Site,Pfizer,6/28/2021,Yes,2 days,80.0
53,Nkangala DM,Emalahleni LM,Witbank Hospital,Primary Outreach Site,Pfizer,5/17/2021,Yes,5 days,160.0
54,Nkangala DM,Emalahleni LM,Impungwe Hospital,Primary Site,Pfizer,6/17/2021,Yes,5 days,80.0
55,Nkangala DM,Emalahleni LM,Cosmos Private Hospital,Primary Site,Pfizer,5/31/2021,Yes,5 days,120.0
56,Nkangala DM,Emalahleni LM,Klarinet CHC,,J&J,7/19/2021,Yes,,
57,Nkangala DM,Victor Khanye LM,Botleng Extension 3 Clinic,Fixed outreach,J&J,7/19/2021,Yes,5 days,50.0
58,Nkangala DM,Thembisile Hani LM,Thembalethu CHC,Primary Site,J&J,7/19/2021,Yes,5 days,90.0
59,Nkangala DM,Thembisile Hani LM,Kwaggafontein CHC,Primary Site,Pfizer,6/30/2021,Yes,5 days,60.0
60,Nkangala DM,Thembisile Hani LM,Kwaggafontein Community Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,3 days,100.0
61,Nkangala DM,Thembisile Hani LM,Verena Community Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,1 day,100.0
62,Nkangala DM,Thembisile Hani LM,Vlaklaagte No 2 Centres,Temporary Outreach Site,Pfizer,7/15/2021,Yes,1 day,100.0
63,Nkangala DM,Thembisile Hani LM,Goederede (Pastor Modau),Temporary Outreach Site,Pfizer,7/15/2021,Yes,1 day,100.0
64,Nkangala DM,Thembisile Hani LM,Boekenhoutheok (Endlini yabo Gogo),Temporary Outreach Site,Pfizer,7/15/2021,Yes,1 day,100.0
65,Nkangala DM,Thembisile Hani LM,Mandela Community Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,1 day,100.0
66,Nkangala DM,Thembisile Hani LM,Zakheni Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,1 day,100.0
67,Nkangala DM,Thembisile Hani LM,Leratong Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,1 day,100.0
68,Nkangala DM,Thembisile Hani LM,Lakloof Community Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,1 day,80.0
69,Nkangala DM,Thembisile Hani LM,Wolvenkop Community Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,1 day,80.0
70,Nkangala DM,Thembisile Hani LM,Tweefontein M (God is Able Church),Temporary Outreach Site,Pfizer,7/15/2021,Yes,1 day,80.0
71,Nkangala DM,Emakhazeni LM,HA Grove Hospital,Primary Vaccination Site,Pfizer,7/15/2021,Yes,7 days,80.0
72,Nkangala DM,Dr JS Moroka LM,Mmametlhake Hospital,Primary Vaccination Site,Pfizer,7/15/2021,Yes,5 days,200.0
73,Nkangala DM,Thembisile Hani LM,KwaMhlanga Hospital,Primary Vaccination Site,J&J,2021-06 20,Yes,5 days,160.0
74,Nkangala DM,Dr JS Moroka LM,Rhenosterkop Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0
75,Nkangala DM,Dr JS Moroka LM,Seabe CHC,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0
76,Nkangala DM,Dr JS Moroka LM,Greenside CHC,Fixed Outreach site,J&J,7/19/2021,Yes,5 days,200.0
77,Nkangala DM,Dr JS Moroka LM,Marapyane CHC,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0
78,Nkangala DM,Dr JS Moroka LM,Valschfontein Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0
79,Nkangala DM,Dr JS Moroka LM,Siyabuswa CHC,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0
80,Nkangala DM,Dr JS Moroka LM,De Beersput Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0
81,Nkangala DM,Dr JS Moroka LM,Allemansdrift B Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0
82,Nkangala DM,Emalahleni LM,Siphosesimbi CHC,Fixed Outreach site,J&J,7/19/2021,Yes,7 days,160.0
83,Nkangala DM,Dr JS Moroka LM,Kalkfontein Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0
84,Nkangala DM,Dr JS Moroka LM,Nokaneng CHC,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0
85,Nkangala DM,Dr JS Moroka LM,Mmametlhake CHC,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0
86,Nkangala DM,Steve Tshwete LM,Sr Mashiteng Clinic,Primary Vaccination Site,J&J,7/30/2021,Yes,7 days,120.0
87,Nkangala DM,Dr JS Moroka LM,Bloedfontein Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0
88,Nkangala DM,Dr JS Moroka LM,Lefisoane Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0
89,Nkangala DM,Dr JS Moroka LM,Witlaagte Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0
90,Nkangala DM,Dr JS Moroka LM,Phake Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0
91,Ehlanzeni DM,Nkomazi LM,Tonga Hospital,,J&J,2021-07-19 00:00:00,Yes,5 days,160.0
92,Nkangala DM,Dr JS Moroka LM,Wolwekraal Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0
93,Nkangala DM,Dr JS Moroka LM,Haakdoringlaagte Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0
94,Nkangala DM,Dr JS Moroka LM,Allemansdrift C CHC,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0
95,Nkangala DM,Dr JS Moroka LM,Troya Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0
96,Nkangala DM,Dr JS Moroka LM,Pieterskraal Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0
97,Nkangala DM,Dr JS Moroka LM,Kameelrivier B Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0
98,Nkangala DM,Dr JS Moroka LM,Kliplaatdrift Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0
99,Nkangala DM,Dr JS Moroka LM,Leeufontein Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0
100,Ehlanzeni DM,Thaba Chweu LM,Sabie Hospital,,J&J,2021-07-19 00:00:00,Yes,5 days,160.0
101,Nkangala DM,Dr JS Moroka LM,Senzangakhona Digital Village Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0
102,Nkangala DM,Emakhazeni LM,Waterval Boven Gateway Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,40.0
103,Nkangala DM,Emakhazeni LM,Belfast Gateway Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,40.0
104,Nkangala DM,Emakhazeni LM,Machadodorp Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,80.0
105,Nkangala DM,Emakhazeni LM,Siyathuthuka Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,80.0
106,Nkangala DM,Emakhazeni LM,Sakhelwe Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,80.0
107,Nkangala DM,Emakhazeni LM,Wonderfontein Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,40.0
108,Ehlanzeni DM,Bushbuckridge LM,Matikwana Hospital,Primary Vaccination Site,J&J,2021-07-19 00:00:00,Yes,5 days,
109,Gert Sibande DM,Lekwa LM,Standerton Hospital,Primary Vaccination Site,J&J,2021-07-19 00:00:00,Yes,5 days,200.0
110,Gert Sibande DM,Mkhondo LM,Piet Retief Hospital,Primary Vaccination Site,J&J,2021-06-23 00:00:00,Yes,5 days,200.0
111,Gert Sibande DM,Chief Albert Luthuli LM,Embhuleni Hospital,,J&J,2021-07-19 00:00:00,Yes,5 days,200.0
112,Gert Sibande DM,Dipaleseng,Nthoroane Clinic,Fixed Outreach site,J&J,2021-07-19 00:00:00,Yes,5 days,40.0
113,Gert Sibande DM,Dr Pixley Ka Isaka Seme LM,Vukuzakhe Clinic,Primary Vaccination Site,J&J,2021-07-19 00:00:00,Yes,5 days,160.0
114,Gert Sibande DM,Govan Mbeki LM,Sead Clinic,Fixed Outreach site,J&J,2021-07-19 00:00:00,Yes,5 days,80.0
115,Gert Sibande DM,Msukaligwa LM,Breyten Clinic,,J&J,2021-07-19 00:00:00,Yes,5 days,160.0
116,Ehlanzeni DM,Bushbuckridge LM,Mapulaneng Hospital,Primary Vaccination Site,Pfizer,2021-06-13 00:00:00,Yes,5 days,160.0
117,Ehlanzeni DM,City of Mbombela,Themba Hospital,Primary Vaccination Site,J&J,2021-07-19 00:00:00,Yes,5 days,240.0
118,Ehlanzeni DM,Nkomazi LM,Shongwe Hospital,Primary Vaccination Site,Pfizer,2021-05-17 00:00:00,Yes,5 days,80.0
119,Ehlanzeni DM,City of Mbombela,Rob Ferreira Hospital,Primary Vaccination Site,Pfizer,2021-05-17 00:00:00,Yes,5 days,320.0
120,Gert Sibande DM,Msukaligwa LM,Ermelo Hospital,Primary Vaccination Site,Pfizer,2021-05-17 00:00:00,Yes,5 days,160.0
121,Gert Sibande DM,Govan Mbeki LM,Evander Hospital,Primary Vaccination Site,Pfizer,2021-06-13 00:00:00,Yes,5 days,240.0
122,Ehlanzeni DM,Bushbuckridge LM,Tintswalo Hospital,Primary Vaccination Site,J&J,2021-06-23 00:00:00,Yes,5 days,
123,Gert Sibande DM,Chief Albert Luthuli LM,Embhuleni Hospital,Primary Vaccination Site,J&J,2021-06-23 00:00:00,Yes,5 days,
0,Capricorn District,Polokwane LM,Seshego Hospital,Primary Vaccination Site,Pfizer,6/8/2021,yes,6 days,500.0
1,Capricorn District,Polokwane LM,Seshego Team A,Mobile Outreach Site,J&J,7/12/2021,yes,4 days,200.0
2,Capricorn District,Polokwane LM,Seshego Team B,Mobile Outreach Site,J&J,7/12/2021,yes,4 days,200.0
3,Capricorn District,Polokwane LM,Polokwane Hospital,Primary Vaccination Site,Pfizer,5/18/2021,yes,6 days,600.0
4,Capricorn District,Polokwane LM,Polokwane Team A,Mobile Outreach Site,J&J,7/12/2021,yes,4 days,200.0
5,Capricorn District,Polokwane LM,PolokwaneTeam B,Mobile Outreach Site,J&J,7/12/2021,yes,4 days,200.0
6,Capricorn District,Polokwane LM,Mankweng Hospital,Primary Vaccination Site,Pfizer,5/18/2021,yes,6 days,600.0
7,Capricorn District,Polokwane LM,Mankweng Team A,Mobile Outreach Site,J&J,7/12/2021,yes,4 days,200.0
8,Capricorn District,Polokwane LM,Mankweng Team B,Mobile Outreach Site,J&J,7/12/2021,yes,4 days,200.0
9,Capricorn District,Molemole LM,Botlokwa Hospital,Primary Vaccination Site,Pfizer,6/9/2021,yes,6 days,500.0
10,Capricorn District,Molemole LM,Botlokwa Team A,Mobile Outreach Site,J&J,7/12/2021,yes,4 days,250.0
11,Capricorn District,Blouberg LM,Helene Franz Hospital,Primary Vaccination Site,Pfizer,6/2/2021,yes,6 days,400.0
12,Capricorn District,Blouberg LM,Blouberg Team A,Mobile Outreach Site,Pfizer,7/12/2021,yes,4 days,200.0
13,Capricorn District,Lepelle-Nkumpi LM,Lebowakgomo Hospital,Primary Vaccination Site,Pfizer,5/25/2021,yes,6 days,500.0
14,Capricorn District,Lepelle-Nkumpi LM,Lebowakgomo Team A,Mobile Outreach Site,J&J,7/12/2021,yes,4 days,200.0
15,Capricorn District,Polokwane LM,WF Knobel Hospital,Primary Vaccination Site,Pfizer,6/8/2021,yes,6 days,500.0
16,Capricorn District,Polokwane LM,Knobel team A,Mobile Outreach Site,J&J,7/12/2021,yes,4 days,200.0
17,Capricorn District,Lepelle-Nkumpi LM,Zebediela Hospital,Primary Vaccination Site,Pfizer,6/10/2021,yes,6 days,500.0
18,Mopani District,Ba-Phalaborwa LM,Maphutha L Malatjie Hospital,Primary Vaccination Site,Pfizer,6/2/2021,Yes,6 days,600.0
19,Mopani District,Ba-Phalaborwa LM,Maphutha L Malatjie 2,Mobile Outreach Site,J&J,12/07/2021,Yes,4 days,
20,Mopani District,Greater Giyani LM,Nkhensani Hospital,Primary Vaccination Site,Pfizer,5/25/2021,Yes,6 days,600.0
21,Mopani District,Greater Giyani LM,Nkhensani Team A,Mobile Outreach Site,J&J,12/07/2021,Yes,4 days,
22,Mopani District,Greater Giyani LM,Nkhensani Team B,Mobile Outreach Site,J&J,12/07/2021,Yes,4 days,
23,Mopani District,Greater Tzaneen LM,Letaba Hospital,Primary Vaccination Site,Pfizer,6/10/2021,Yes,6 days,600.0
24,Mopani District,Greater Tzaneen LM,Letaba Team A,Mobile Outreach Site,J&J,12/07/2021,Yes,4 days,
25,Mopani District,Greater Letaba LM,Kgapane Hospital,Primary Vaccination Site,Pfizer,5/25/2021,Yes,6 days,600.0
26,Mopani District,Greater Letaba LM,Kgapane team A,Mobile Outreach Site,J&J,12/07/2021,Yes,4 days,
27,Mopani District,Greater Letaba LM,Kgapane team B,Mobile Outreach Site,J&J,12/07/2021,Yes,4 days,
28,Mopani District,Greater Tzaneen LM,Dr CN Phatudi Hospital,Primary Vaccination Site,Pfizer,5/17/2021,Yes,6 days,800.0
29,Mopani District,Greater Tzaneen LM,CN Phatudi Team A,Mobile Outreach Site,J&J,12/07/2021,Yes,4 days,
30,Mopani District,Maruleng LM,Sekororo Team A,Mobile Outreach Site,J&J,12/07/2021,Yes,4 days,
31,Mopani District,Maruleng LM,Sekororo Hospital,Primary Vaccination Site,Pfizer,6/9/2021,Yes,6 days,600.0
32,Mopani District,Greater Tzaneen LM,Van Velden Memorial (Tzaneen) Hospital,Primary Vaccination Site,Pfizer,6/9/2021,Yes,6 days,600.0
33,Sekhukhune District,Fetakgomo Tubatse LM,Dilokong Hospital,Primary Vaccination Site,Pfizer,5/25/2021,Yes,6 days,500.0
34,Sekhukhune District,Fetakgomo Tubatse LM,Dilokong team A,Mobile Outreach Site,J&J,7/12/2021,Yes,4 days,
35,Sekhukhune District,Ephraim Mogale LM,Matlala Hospital,Primary Vaccination Site,Pfizer,6/2/2021,Yes,6 days,500.0
36,Sekhukhune District,Ephraim Mogale LM,Matala Team A,Mobile Outreach Site,J&J,7/12/2021,Yes,4 days,
37,Sekhukhune District,E Motsoaledi LM,Groblersdal Hospital,Primary Vaccination Site,Pfizer,5/24/2021,Yes,6 days,500.0
38,Sekhukhune District,E Motsoaledi LM,Groblersdal Hospital,Mobile Outreach Site,J&J,7/12/2021,Yes,4 days,
39,Sekhukhune District,Makhuduthamaga LM,Jane Furse Hospital,Primary Vaccination Site,Pfizer,6/9/2021,Yes,6 days,500.0
40,Sekhukhune District,Makhuduthamaga LM,Jane Furse team A,Mobile Outreach Site,J&J,7/12/2021,Yes,4 days,
41,Sekhukhune District,E Motsoaledi LM,Philadelphia Hospital,Primary Vaccination Site,Pfizer,6/9/2021,Yes,6 days,500.0
42,Sekhukhune District,E Motsoaledi LM,Philadephia team A,Mobile Outreach Site,J&J,7/12/2021,Yes,4 days,
43,Sekhukhune District,Makhuduthamaga LM,St Rita's Hospital,Primary Vaccination Site,Pfizer,5/18/2021,Yes,6 days,500.0
44,Sekhukhune District,Makhuduthamaga LM,St Ritas team A,Mobile Outreach Site,J&J,7/12/2021,Yes,4 days,
45,Sekhukhune District,Fetakgomo Tubatse LM,Mecklenburg Hospital,Primary Vaccination Site,Pfizer,6/8/2021,Yes,6 days,600.0
46,Vhembe District,Collins Chabane LM,Malamulele Hospital,Primary Vaccination Site,Pfizer,5/26/2021,yes,7 days,600.0
47,Vhembe District,Collins Chabane LM,Malamulele Team A,Mobile Outreach Site,J&J,7/12/2021,Yes,4 days,
48,Vhembe District,Makhado LM,Elim Hospital,Primary Vaccination Site,Pfizer,6/8/2021,yes,6 days,600.0
49,Vhembe District,Makhado LM,Elim Team A,Mobile Outreach Site,J&J,7/12/2021,Yes,4 days,
50,Vhembe District,Makhado LM,Louis Trichardt Hospital,Primary Vaccination Site,Pfizer,6/8/2021,yes,6 days,400.0
51,Vhembe District,Makhado LM,Louis Trichard Team A,Mobile Outreach Site,J&J,7/12/2021,Yes,4 days,
52,Vhembe District,Musina LM,Messina Hospital,Primary Vaccination Site,Pfizer,6/3/2021,yes,6 days,400.0
53,Vhembe District,Musina LM,Messina Team B,Mobile Outreach Site,J&J,7/12/2021,Yes,4 days,
54,Vhembe District,Thulamela LM,Thohoyandou CHC,Primary Vaccination Site,Pfizer,6/8/2021,yes,7 days,600.0
55,Vhembe District,Thulamela LM,Tshilidzini Team A,Mobile Outreach Site,J&J,7/12/2021,Yes,4 days,
56,Vhembe District,Thulamela LM,Donald Fraser Hospital,Primary Vaccination Site,Pfizer,5/18/2021,yes,6 days,600.0
57,Vhembe District,Thulamela LM,Donald Frase Team A,Mobile Outreach Site,J&J,7/12/2021,Yes,4 days,
58,Vhembe District,Makhado LM,Siloam Hospital,Primary Vaccination Site,Pfizer,5/24/2021,yes,6 days,600.0
59,Waterberg District,Thabazimbi LM,Thabazimbi Team A,Mobile Outreach Site,J&J,7/12/2021,yes,4 days,
60,Waterberg District,Bela-Bela LM,Warmbaths Team A,Mobile Outreach Site,J&J,7/12/2021,yes,4 days,
61,Waterberg District,Lephalale LM,Ellisras team A,Mobile Outreach Site,J&J,7/12/2021,yes,4 days,
62,Waterberg District,Lephalale LM,Wutpoort Team A,Mobile Outreach Site,J&J,7/12/2021,yes,4 days,
63,Waterberg District,Mogalakwena LM,Mokopane Team A,Mobile Outreach Site,J&J,7/12/2021,yes,4 days,
64,Waterberg District,Mogalakwena LM,Mokopane team B,Mobile Outreach Site,J&J,7/12/2021,yes,4 days,
65,Waterberg District,Mogalakwena LM,George Masebe Team A,Mobile Outreach Site,J&J,7/12/2021,yes,4 days,
66,Waterberg District,Mogalakwena LM,Voortrekker Team A,Mobile Outreach Site,J&J,7/12/2021,yes,4 days,
67,Mopani District,Greater Tzaneen LM,Van Velden Team A,Mobile Outreach site,J&J,12/07/2021,Yes,4 days,
68,Sekhukhune District,Fetakgomo Tubatse LM,Mecklenburg team B,Mobile Outreach teams,J&J,7/12/2021,Yes,4 days,
69,Vhembe District,Makhado LM,Siloam Team A,Mobile Outreach team,J&J,7/12/2021,Yes,4 days,
70,Waterberg District,Mogalakwena LM,FH odendala team A,Mobile Outreach team,J&J,7/12/2021,yes,4 days,
