,Unnamed: 0,District,Sub-District,Vaccination Site Name,Type of site,Pfizer or J&J,Start Date,Site Active (Yes/No),Open Days per week,Capacity per day,Latitude,Longitude,Municipality,DISTRICT_N,DISTRICT_C
559,56,Johannesburg MM,Johannesburg D SD,Maropeng clinic,primary vaccination site,Pfizer,21/06/2021,Yes,5 days,160,-26.09441,28.17343,,City of Johannesburg,JHB
560,57,Johannesburg MM,Johannesburg SD,Zandspruit,primary vaccination site,pfizer,04/06/2021,Yes,5 days,200,-26.0591,27.90669,City of Johannesburg,City of Johannesburg,JHB
561,58,Ekurhuleni MM,ekurhuleni S,Alberton civic centre,fixed outreach site,J&J,23/06/2021,Yes,5 days,240,-26.34642,28.11679,,Ekurhuleni,EKU
562,59,Ekurhuleni MM,ekurhuleni s,Alberton clinic,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,120,-26.34642,28.11679,,Ekurhuleni,EKU
563,60,Ekurhuleni MM,ekurhuleni E,springs hall,fixed outreach site,J&J,23/06/2021,Yes,5 days,240,-26.17557,28.42923,,Ekurhuleni,EKU
564,61,Ekurhuleni MM,ekurhuleni N,Rabosotho hall,fixed outreach site,J&J,23/06/2021,Yes,5 days,400,-26.21581,28.37733,,Ekurhuleni,EKU
565,62,Ekurhuleni MM,ekurhuleni E,KwaThema CHC,fixed outreach site,J&J,23/06/2021,Yes,5 days,80,-28.996320724487305,25.087142944335938,,Ekurhuleni,EKU
566,63,Ekurhuleni MM,ekurhuleni N,actonville hall,fixed outreach site,J&J,23/06/2021,Yes,5 days,200,-26.20915,28.30882,,Ekurhuleni,EKU
567,64,Ekurhuleni MM,ekurhuleni N,Christian family Church Drive Through,fixed outreach site,J&J,23/06/2021,Yes,5 days,320,-26.00788,28.24041,,Ekurhuleni,EKU
568,65,Ekurhuleni MM,ekurhuleni S,DH Williams,fixed outreach site,J&J,23/06/2021,Yes,5 days,320,-26.02553,28.21223,,Ekurhuleni,EKU
569,66,Ekurhuleni MM,ekurhuleni N,Midstream Primary,fixed outreach site,J&J,23/06/2021,Yes,5 days,240,-25.91333,28.18564,,Ekurhuleni,EKU
570,67,Ekurhuleni MM,ekurhuleni E,Phillip Moyo CHC,fixed outreach site,J&J,23/06/2021,Yes,5 days,80,,,,Ekurhuleni,EKU
571,68,Ekurhuleni MM,ekurhuleni E,Phillip Moyo CHC,fixed outreach site,Pfizer,17/05/2021,Yes,5 days,80,,,,Ekurhuleni,EKU
572,69,Ekurhuleni MM,ekurhuleni E,Tsakane clinic,fixed outreach site,J&J,23/06/2021,Yes,5 days,160,-26.37475,28.37404,,Ekurhuleni,EKU
573,70,Ekurhuleni MM,ekurhuleni S,Vosloorus hall,fixed outreach site,J&J,23/06/2021,Yes,5 days,240,-26.38356,28.17689,,Ekurhuleni,EKU
574,71,Ekurhuleni MM,ekurhuleni N,Kempton Park Civic Centre,primary vaccination site,J&J,23/06/2021,Yes,5 days,320,-28.996320724487305,25.087142944335938,,Ekurhuleni,EKU
575,72,Ekurhuleni MM,ekurhuleni N,Esangweni CHC christian church unternational,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,240,-27.91029,25.15848,,Ekurhuleni,EKU
576,73,Ekurhuleni MM,ekurhuleni E,Daveyton CDC main,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,160,-26.20682,28.24418,,Ekurhuleni,EKU
577,74,Ekurhuleni MM,ekurhuleni E,Nokuthela Ngwenya CHC,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,160,-28.996320724487305,25.087142944335938,,Ekurhuleni,EKU
578,75,Ekurhuleni MM,ekurhuleni S,Jabulani Dumane CHC,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,240,-26.38394,28.17349,,Ekurhuleni,EKU
579,76,Ekurhuleni MM,ekurhuleni S,Bertha Gqxowa Hospital (Kobie Muller Hall),primary vaccination site,Pfizer,17/05/2021,Yes,5 days,600,-25.96602,28.21195,,Ekurhuleni,EKU
580,77,Ekurhuleni MM,ekurhuleni n,Boksburg Civic Hall,primary vaccination site,Pfizer,20/05/2021,Yes,5 days,160,-26.23202,28.25218,,Ekurhuleni,EKU
581,78,Ekurhuleni MM,ekurhuleni e,gp Duduza Clinic,primary vaccination site,Pfizer,25/05/2021,Yes,5 days,160,-28.996320724487305,25.087142944335938,Ekurhuleni,Ekurhuleni,EKU
582,79,Ekurhuleni MM,ekurhuleni s,gp Esangweni CHC,primary vaccination site,J&J,23/06/2021,Yes,5 days,240,-26.02553,28.21223,,Ekurhuleni,EKU
583,80,Ekurhuleni MM,ekurhuleni e,gp Joy Clinic,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,80,-28.996320724487305,25.087142944335938,Ekurhuleni,Ekurhuleni,EKU
584,81,Ekurhuleni MM,ekurhuleni s,gp Phola Park CHC,primary vaccination site,Pfizer,25/05/2021,Yes,5 days,80,-26.36177,28.12301,,Ekurhuleni,EKU
585,82,Ekurhuleni MM,erkurhuleni s,gp Thelle Mogoerane Regional Hospital,primary vaccination site,Pfizer,22/02/2021,Yes,5 days,560,-26.21893,28.16496,,Ekurhuleni,EKU
586,83,Ekurhuleni MM,erkurhuleni n,Tembisa Hospital,primary vaccination site,Pfizer,25/05/2021,Yes,5 days,160,-28.996320724487305,25.087142944335938,,Ekurhuleni,EKU
587,84,Ekurhuleni MM,ekurhuleni s,Thokoza youth center,primary vaccination site,Pfizer,11/06/2021,Yes,5 days,200,-26.02553,28.21223,,Ekurhuleni,EKU
588,85,Ekurhuleni MM,ekurhuleni e,Pholosong hospital,primary vaccination site,Pfizer,22/02/2021,Yes,5 days,240,-28.996320724487305,25.087142944335938,Ekurhuleni,Ekurhuleni,EKU
589,86,West rand District,Rand West City LM,westonaria civic center (Education Department),fixed outreach site,J&J,23/06/2021,Yes,5 days,200,-26.16983,27.75803,Rand West City,West Rand,DC48
590,87,West rand District,Rand West City LM,westonaria civic center,fixed outreach site,Pfizer,26/05/2021,Yes,5 days,80,-26.1383,27.58702,Rand West City,West Rand,DC48
591,88,West rand District,Rand West City LM,greenhills stadium (Education Department),Temporary outreach site (with cooler box),J&J,23/06/2021,Yes,5 days,200,-26.1383,27.58702,Rand West City,West Rand,DC48
592,89,West rand District,Rand West City LM,greenhills stadium,Temporary outreach site,Pfizer,14/06/2021,Yes,5 days,0,-26.1383,27.58702,Rand West City,West Rand,DC48
593,90,West rand District,Merafong City LM,Carletonville hospital,primary vaccination site,Pfizer,18/05/2021,Yes,5 days,120,-33.91221,18.61149,Merafong City,West Rand,DC48
594,91,West rand District,Merafong City LM,carletonville civic center (Education Department),fixed outreach site,J&J,23/06/2021,Yes,5 days,80,-28.996320724487305,25.087142944335938,Merafong City,West Rand,DC48
595,92,West rand District,Mogale City LM,Jubilee hall (Education Department),fixed outreach site,J&J,23/06/2021,Yes,5 days,200,-34.18964,18.425,Mogale City,West Rand,DC48
596,93,West rand District,Mogale City LM,Jubilee hall,fixed outreach site,Pfizer,02/06/2021,Yes,5 days,0,-25.99615,27.53784,Mogale City,West Rand,DC48
597,94,West rand District,Mogale City LM,Krugersdorp Town Hall (Phase 2),fixed outreach site,Pfizer,10/06/2020,Yes,7 days,80,-34.00586,18.568,Mogale City,West Rand,DC48
598,95,West rand District,Rand West City LM,Zuurbekom Clinic (phase 2),temporary outreach site,Pfizer,04/06/2021,Yes,5 days,40,-26.1383,27.58702,Rand West City,West Rand,DC48
599,96,West rand District,Rand West City LM,Simunye Hall (phase 2),fixed outreach site,J&J,14/06/2021,Yes,5 days,200,-26.1383,27.58702,Rand West City,West Rand,DC48
600,97,West rand District,Rand West City LM,Ramosa Hall (Phase II),fixed outreach site,Pfizer,25/05/2021,Yes,3 days,0,-26.1383,27.58702,Rand West City,West Rand,DC48
601,98,West rand District,Merafong City LM,Fochville Civic Center,Temporary outreach site,Pfizer,07/6/2021,Yes,5 days,80,-26.21612,28.04611,Merafong City,West Rand,DC48
602,99,West rand District,Merafong City LM,Wedela Community Hall,Temporary outreach site,Pfizer,07/6/2021,Yes,5 days,80,-29.57958,30.38882,Merafong City,West Rand,DC48
603,100,West rand District,Merafong City LM,Khutsong Community Hall,Temporary outreach site,J&J,21/06/2021,Yes,5 days,200,-29.57958,30.38882,Merafong City,West Rand,DC48
604,101,West rand District,Merafong City LM,Nelson Mandela Hall Tarleton(Phase 2),fixed outreach site,Pfizer,17/06/2021,Yes,4 days,80,-33.98704,25.58849,Merafong City,West Rand,DC48
605,102,West rand District,Mogale City LM,Kagiso ext12 Hall (phase2),fixed outreach site,Pfizer,17/05/2021,Yes,6 days,200,-26.07032,28.01473,Mogale City,West Rand,DC48
606,103,West rand District,Mogale City LM,Leratong Hospital,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,80,-25.99615,27.53784,Mogale City,West Rand,DC48
607,104,West rand District,Mogale City LM,Dr yusuf dadoo,primary vaccination site,Pfizer,18/05/2021,Yes,5 days,80,-26.8315,26.66801,Mogale City,West Rand,DC48
608,105,West rand District,Rand West City LM,Randgate clinic,primary vaccination site,Pfizer,25/05/2021,Yes,5 days,80,-26.1383,27.58702,Rand West City,West Rand,DC48
609,106,West rand District,Rand West City LM,Ithuteng High school,fixed outreach site,Pfizer,23/06/2021,Yes,5 days,80,-26.1383,27.58702,Rand West City,West Rand,DC48
610,107,West rand District,Mogale City LM,Pink Hall,fixed outreach site,Pfizer,17/05/2021,Yes,5 days,80,-25.99615,27.53784,Mogale City,West Rand,DC48
611,108,West rand District,Rand West City LM,Mining house,fixed outreach site,Pfizer,17/05/2021,Yes,5 days,80,-26.1383,27.58702,Rand West City,West Rand,DC48
612,109,West rand District,Rand West City LM,Venterspost Library,fixed outreach site,Pfizer,17/05/2021,Yes,5 days,80,-26.1383,27.58702,Rand West City,West Rand,DC48
613,110,West rand District,Mogale City LM,toekomsrus Community Hall,fixed outreach site,Pfizer,17/05/2021,Yes,5 days,80,-25.99615,27.53784,Mogale City,West Rand,DC48
614,111,West rand District,Mogale City LM,Joe Slovo Hall,fixed outreach site,Pfizer,17/05/2021,Yes,5 days,80,-26.07902,27.75071,Mogale City,West Rand,DC48
615,112,West rand District,Mogale City LM,Centenary hall,fixed outreach site,Pfizer,17/05/2021,Yes,5 days,80,-25.99615,27.53784,Mogale City,West Rand,DC48
616,113,West rand District,Mogale City LM,hekpoort hall,fixed outreach site,Pfizer,17/05/2021,Yes,5 days,80,-25.99615,27.53784,Mogale City,West Rand,DC48
617,114,West rand District,Mogale City LM,bekersdal care of the aged,temporary outreach site,Pfizer,17/05/2021,Yes,5 days,80,-28.996320724487305,25.087142944335938,Mogale City,West Rand,DC48
618,115,West rand District,Mogale City LM,munsiville care of the aged,temporary outreach site,Pfizer,17/05/2021,Yes,5 days,80,-28.996320724487305,25.087142944335938,Mogale City,West Rand,DC48
619,116,West rand District,Merafong City LM,video hall,fixed outreach site,Pfizer,17/05/2021,Yes,5 days,80,-33.01735,27.58518,Merafong City,West Rand,DC48
620,117,West rand District,Merafong City LM,burgerhoop hall,fixed outreach site,Pfizer,17/05/2021,Yes,5 days,80,-33.01735,27.58518,Merafong City,West Rand,DC48
621,118,West rand District,Merafong City LM,Kokosi community hall,Temporary outreach site,J&J,28/06/2021,Yes,5 days,200,-29.57958,30.38882,Merafong City,West Rand,DC48
622,119,Tshwane MM,1,Soshanguve Block JJ Clinic,Primary Vaccination site,J&J,18/05/2021,Yes,5 days,240,-34.0157,22.4532,,City of Tshwane,TSH
623,120,Tshwane MM,2,Kekana Gardens,Primary Vaccination site,J&J,18/05/2021,Yes,5 days,160,-28.996320724487305,25.087142944335938,,City of Tshwane,TSH
624,121,Tshwane MM,3,FF.Ribeiro clinic (Council Chamber),fixed outreach site,Pfizer,18/05/2021,Yes,5 days,320,-26.23603,28.02138,,City of Tshwane,TSH
625,122,Tshwane MM,6,Eersterust CHC,Primary Vaccination site,J&J,18/05/2021,Yes,5 days,240,-27.0158,30.80936,,City of Tshwane,TSH
626,123,Tshwane MM,7,Zithobeni Clinic,Primary Vaccination site,J&J,18/05/2021,Yes,5 days,160,-34.0162,22.453,,City of Tshwane,TSH
627,124,Tshwane MM,1,KT Motubatse Hall,fixed outreach site,J&J,24/05/2021,Yes,5 days,240,-26.71008,27.82953,,City of Tshwane,TSH
628,125,Tshwane MM,1,Phedisong 4 CHC Hall,fixed outreach site,J&J,24/05/2021,Yes,5 days,240,-26.71008,27.82953,,City of Tshwane,TSH
629,126,Tshwane MM,2,Suurman clinic,Primary Vaccination site,J&J,24/05/2021,Yes,5 days,160,-34.016,22.45347,,City of Tshwane,TSH
630,127,Tshwane MM,3,Laudium CHC,Primary Vaccination site,J&J,24/05/2021,Yes,5 days,160,-26.02457,28.21103,,City of Tshwane,TSH
631,128,Tshwane MM,3,Atteridgeville Hall,fixed outreach site,J&J,24/05/2021,Yes,5 days,240,-26.69101,27.83071,,City of Tshwane,TSH
632,129,Tshwane MM,5,Rayton Hall,fixed outreach site,Pfizer,24/05/2021,Yes,5 days,160,-34.06646,23.06287,,City of Tshwane,TSH
633,130,Tshwane MM,6,Nellmapius Clinic,Primary Vaccination site,J&J,24/05/2021,Yes,5 days,120,-33.97214,22.47757,,City of Tshwane,TSH
634,131,Tshwane MM,3,Weskopies Hospital,Primary Vaccination site,Pfizer,07/06/2021,Yes,5 days,80,-26.8967,28.0997,,City of Tshwane,TSH
635,132,Tshwane MM,3,Tshwane Rehabilitation hospital,Primary Vaccination site,Pfizer,14/06/2021,Yes,5 days,80,-25.77541,28.04694,,City of Tshwane,TSH
636,133,Tshwane MM,1,Mabopane Indoor Center,fixed outreach site,J&J,08/06/2021,Yes,5 days,160,-25.53919,28.06442,,City of Tshwane,TSH
637,134,Tshwane MM,3,University of Pretoria,fixed outreach site,Pfizer,07/06/2021,Yes,5 days,80,-25.75606,28.22485,,City of Tshwane,TSH
638,135,Tshwane MM,4,Olievenhoutbosch hall,fixed outreach site,J&J,07/06/2021,Yes,5 days,120,-33.96165,18.47181,,City of Tshwane,TSH
639,136,Tshwane MM,6,Mamelodi hospital,Primary Vaccination site,J&J,08/06/2021,Yes,5 days,120,-26.89639,27.47029,,City of Tshwane,TSH
640,137,Tshwane MM,3,ZuidAfrikaanse hospital,Primary Vaccination site,Pfizer,07/06/2021,Yes,5 days,40,-26.8967,28.0997,,City of Tshwane,TSH
641,138,Tshwane MM,7,Rethabiseng hall,fixed outreach site,J&J,07/06/2021,Yes,5 days,160,-30.86239,30.36885,,City of Tshwane,TSH
642,139,Tshwane MM,6,Stanza Bopape hall,fixed outreach site,J&J,15/06/2021,Yes,5 days,120,-25.69685,28.3782,,City of Tshwane,TSH
643,140,Tshwane MM,1,Pretoria North hall,fixed outreach site,J&J,21/06/2021,Yes,5 days,120,-25.74868,28.14137,,City of Tshwane,TSH
644,141,Tshwane MM,2,Mandisa Shiceka Clinic,Primary Vaccination site,J&J,21/06/2021,Yes,5 days,240,-34.016,22.45347,,City of Tshwane,TSH
645,142,Tshwane MM,2,Adelaide Tambo clinic,Primary Vaccination site,J&J,21/06/2021,Yes,5 days,160,-25.93902,28.01342,,City of Tshwane,TSH
646,143,Tshwane MM,2,Refentse Clinic (Odi),Primary Vaccination site,J&J,21/06/2021,Yes,5 days,240,-26.22004,27.89274,,City of Tshwane,TSH
647,144,Tshwane MM,2,Temba CHC,Primary Vaccination site,J&J,21/06/2021,Yes,5 days,240,-25.37124,28.23933,,City of Tshwane,TSH
648,145,Tshwane MM,3,Disaster bus,temporary outreach site,Pfizer,21/06/2021,Yes,5 days,120,-26.02457,28.21103,,City of Tshwane,TSH
649,146,Tshwane MM,7,Bronkospruit hall,primary vaccination site,Pfizer,12/07/2021,Yes,5 days,80,-30.86239,30.36885,,City of Tshwane,TSH
650,147,Tshwane MM,7,Ekangala hall,fixed outreach site,J&J,21/06/2021,Yes,5 days,160,-30.86239,30.36885,,City of Tshwane,TSH
651,0,Francis Baard,Sol Plaatjie,ROBERT MANGALISO SOBUKWE,PRIMARY VACCINATION SITE,Pfizer,5/17/2021,Yes,5 days,300,-26.18997,27.81392,,Frances Baard,DC9
652,1,Francis Baard,Sol Plaatjie,GALESHEWE DAY HOSPITAL,PRIMARY VACCINATION SITE,Pfizer,6/9/2021,Yes,5 days,200,-28.71896,24.73785,,Frances Baard,DC9
653,2,Francis Baard,Sol Plaatjie,WEST END PSY,PRIMARY VACCINATION SITE,Pfizer,7/5/2021,Yes,5 days,150,-26.55028,24.85411,,Frances Baard,DC9
654,3,Francis Baard,Dikgatlong,PROF ZK MATHEWS,PRIMARY VACCINATION SITE,Pfizer,7/5/2021,Yes,5 days,150,-29.87204,30.98875,,Frances Baard,DC9
655,4,Francis Baard,Phokwane,CONNIE VORSTER HOSPITAL,PRIMARY VACCINATION SITE,Pfizer,7/5/2021,Yes,5 days,150,-27.91612,24.8346,,Frances Baard,DC9
656,5,Francis Baard,Phokwane,VALSPAN CLINIC,PRIMARY VACCINATION SITE,Pfizer,7/5/2021,Yes,5 days,150,-27.91472,24.81273,,Frances Baard,DC9
657,6,Francis Baard,Phokwane,GANSPAN CLINIC,PRIMARY VACCINATION SITE,Pfizer,7/5/2021,Yes,5 days,150,-27.97099,24.76281,,Frances Baard,DC9
658,7,Francis Baard,Dikgatlong LM,Prof ZK Matthews Hospital,Temporary Outreach,J&J,7/12/2021,Yes,5 days,150,,,Dikgatlong,Frances Baard,DC9
659,8,Francis Baard,Dikgatlong LM,Prof ZK Matthews Hospital,Temporary Outreach,J&J,7/12/2021,Yes,5 days,150,,,Dikgatlong,Frances Baard,DC9
660,9,Francis Baard,Dikgatlong LM,Prof ZK Matthews Hospital,Temporary Outreach,J&J,7/12/2021,Yes,5 days,150,,,Dikgatlong,Frances Baard,DC9
661,10,Francis Baard,Magareng LM,Warrenton CHC,PRIMARY VACCINATION SITE,Pfizer,7/12/2021,Yes,5 days,150,-28.11147,24.84776,Magareng,Frances Baard,DC9
662,11,Francis Baard,Magareng LM,Warrenton CHC - Warrenton Primary School,Temporary Outreach,J&J,7/12/2021,Yes,5 days,150,-28.996320724487305,25.087142944335938,Magareng,Frances Baard,DC9
663,12,Francis Baard,Phokwane LM,Jan Kempdorp CHC Outreach 1 - Hoerskool Vaalharts,Temporary Outreach,J&J,7/12/2021,Yes,5 days,100,-27.91708,24.84447,Phokwane,Frances Baard,DC9
664,13,Francis Baard,Phokwane LM,Jan Kempdorp CHC- Huis Andalusia Outreach,Temporary Outreach,Pfizer,7/12/2021,Yes,5 days,100,-27.92159,24.8347,Phokwane,Frances Baard,DC9
665,14,Francis Baard,Phokwane LM,Jan Kempdorp CHC Outreach 3 - Ganspan Clinic,Temporary Outreach,Pfizer,7/12/2021,Yes,5 days,150,-27.91584,24.84355,Phokwane,Frances Baard,DC9
666,15,Francis Baard,Phokwane LM,Jan Kempdorp CHC Outreach 4 - Valspan Clinic,Temporary Outreach,Pfizer,7/12/2021,Yes,5 days,150,-28.996320724487305,25.087142944335938,Phokwane,Frances Baard,DC9
667,16,Francis Baard,Phokwane LM,Hartswater (Connie Vorster) Hospital,PRIMARY VACCINATION SITE,Pfizer,7/12/2021,Yes,5 days,150,-27.91612,24.8346,Phokwane,Frances Baard,DC9
668,17,Francis Baard,Phokwane LM,Hartswater (Connie Vorster) Hospital Hartswater Primary School,Temporary Outreach,J&J,7/12/2021,Yes,5 days,100,-28.996320724487305,25.087142944335938,Phokwane,Frances Baard,DC9
669,18,Francis Baard,Phokwane LM,Hartswater (Connie Vorster) Outreach 2 - Kgomotso High School,Temporary Outreach,J&J,7/12/2021,Yes,5 days,100,-28.996320724487305,25.087142944335938,Phokwane,Frances Baard,DC9
670,19,Francis Baard,Phokwane LM,Hartswater (Connie Vorster) Hospital Outreach 3 - Huis Theresa,Temporary Outreach,Pfizer,7/12/2021,Yes,5 days,100,-28.996320724487305,25.087142944335938,Phokwane,Frances Baard,DC9
671,20,Francis Baard,Sol Plaatje LM,Robert Mangaliso Sobukwe Hospital,Primary Vaccination Site,Pfizer,7/12/2021,Yes,5 days,0,-22.32704,30.02587,Sol Plaatje,Frances Baard,DC9
672,21,Francis Baard,Sol Plaatje LM,Robert Mangaliso Sobukwe Hospital Outreach 1 - Harmony Home,Primary Vaccination Site,Pfizer,7/12/2021,Yes,5 days,400,-28.996320724487305,25.087142944335938,Sol Plaatje,Frances Baard,DC9
673,22,Francis Baard,Sol Plaatje LM,Mediclinic Gariep Hospital,PRIMARY VACCINATION SITE,Pfizer,7/12/2021,Yes,5 days,200,-28.66647,24.71811,Sol Plaatje,Frances Baard,DC9
674,23,Francis Baard,Sol Plaatje LM,Galeshewe Day Hospital,PRIMARY VACCINATION SITE,Pfizer,7/12/2021,Yes,5 days,150,-28.71896,24.73785,Sol Plaatje,Frances Baard,DC9
675,24,Francis Baard,Sol Plaatje LM,Northern Cape Specialised Psychiatric Hospital Outreach 1 - West End Specialised TB Hospital,Temporary Outreach,Pfizer,7/12/2021,Yes,5 days,150,-28.996320724487305,25.087142944335938,Sol Plaatje,Frances Baard,DC9
676,25,Francis Baard,Sol Plaatje LM,Ritchie Clinic Outreach 1 - Rietvale Community Hall,Temporary Outreach,Pfizer,7/12/2021,Yes,5 days,100,-28.996320724487305,25.087142944335938,Sol Plaatje,Frances Baard,DC9
677,26,Francis Baard,Sol Plaatje LM,Florianville (Floors) Clinic,PRIMARY VACCINATION SITE,J&J,7/12/2021,Yes,5 days,100,-28.66647,24.71811,Sol Plaatje,Frances Baard,DC9
678,27,Francis Baard,Sol Plaatje LM,Florianville (Floors) Clinic Outreach 1 - Newton Primary School,Temporary Outreach,J&J,7/12/2021,Yes,5 days,200,-28.996320724487305,25.087142944335938,Sol Plaatje,Frances Baard,DC9
679,28,Francis Baard,Sol Plaatje LM,Diamond Pavilion Clicks Pharmacy,PRIMARY VACCINATION SITE,Pfizer,7/12/2021,Yes,5 days,50,-28.996320724487305,25.087142944335938,Sol Plaatje,Frances Baard,DC9
680,0,Ngaka Modiri Molema DM,Ratlou,Ratlou CHC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,160,-26.27533,25.11897,Ratlou,Ngaka Modiri Molema,DC38
681,1,Ngaka Modiri Molema DM,Tswaing,Delareyville CHC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,200,-26.69023,25.45692,Tswaing,Ngaka Modiri Molema,DC38
682,2,Ngaka Modiri Molema DM,Ramotshele Moiloa,Lehurutshe Hospital,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,200,-28.996320724487305,25.087142944335938,Ramotshere Moiloa,Ngaka Modiri Molema,DC38
683,3,Ngaka Modiri Molema DM,Disobotla,Gelukspan Hospital,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,200,-26.18267250061035,26.1292724609375,Ditsobotla,Ngaka Modiri Molema,DC38
684,4,Ngaka Modiri Molema DM,Tswaing,Ottosdal,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,160,-26.81070327758789,26.003631591796875,Tswaing,Ngaka Modiri Molema,DC38
685,5,Ngaka Modiri Molema DM,Disobotla,Itsoseng,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,160,,,Ditsobotla,Ngaka Modiri Molema,DC38
686,6,Ngaka Modiri Molema DM,Mahikeng,Ramatlabama CHC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,160,-25.64904,25.57492,Mafikeng,Ngaka Modiri Molema,DC38
687,7,Dr K Kaunda DM,Maqwassie hills,Tswelelang CHC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,80,-27.22613,25.987,,Dr Kenneth Kaunda,DC40
688,8,Dr K Kaunda DM,Maqwassie hills,Leeudoringstad CHC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,80,-27.23607,26.23834,,Dr Kenneth Kaunda,DC40
689,9,Dr K Kaunda DM,Matlosana,Botshabelo CHC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,160,-26.87049102783203,26.664464950561523,City of Matlosana,Dr Kenneth Kaunda,DC40
690,10,Dr K Kaunda DM,Matlosana,Delekile Khosa Clinic,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,80,-26.82279,26.58088,City of Matlosana,Dr Kenneth Kaunda,DC40
691,11,Dr K Kaunda DM,Matlosana,Grace Mokhomo Clinic,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,80,-26.82279,26.58088,City of Matlosana,Dr Kenneth Kaunda,DC40
692,12,Dr K Kaunda DM,JB Marks,Boiki Tlhapi CHC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,120,-25.93189,28.00696,JB Marks,Dr Kenneth Kaunda,DC40
693,13,Bojanala Platinum DM,Moretele,Mathibestad CHC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,600,-25.23968,28.16022,Moretele,Bojanala,DC37
694,14,Bojanala Platinum DM,Kgetleng,Swartruggens CHC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,400,-25.65087,26.68728,Kgetlengrivier,Bojanala,DC37
695,15,Bojanala Platinum DM,Kgetleng,Koster Hospital,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,280,-28.996320724487305,25.087142944335938,Kgetlengrivier,Bojanala,DC37
696,16,Bojanala Platinum DM,Moses Kotane,Madikwe Clinic,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,240,-25.35438,26.52957,Moses Kotane,Bojanala,DC37
697,17,Bojanala Platinum DM,Rustenburg,Boitekong CHC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,480,-25.66849708557129,27.242372512817383,Rustenburg,Bojanala,DC37
698,18,Bojanala Platinum DM,Madibeng,Bapong CHC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,240,-26.11352,28.45682,Local Municipality of Madibeng,Bojanala,DC37
699,19,Dr K Kaunda DM,Matlosana,Klerksdorp/Tshepong Hospital,Primary vaccination site,Pfizer,2021-05-17 00:00:00,yes,6 days,400,-26.85339,26.62735,City of Matlosana,Dr Kenneth Kaunda,DC40
700,20,Dr K Kaunda DM,JB Marks,Witrand Hospital,Primary vaccination site,Pfizer,2021-05-17 00:00:00,yes,6 days,320,-25.93189,28.00696,JB Marks,Dr Kenneth Kaunda,DC40
701,21,Dr K Kaunda DM,Matlosana,West Vaal hospital,Primary vaccination site,Pfizer,2021-05-31 00:00:00,yes,6 days,400,-27.01044,26.69002,City of Matlosana,Dr Kenneth Kaunda,DC40
702,22,Dr K Kaunda DM,Matlosana,N12 CHC,Primary vaccination site,Pfizer,2021-05-31 00:00:00,yes,6 days,240,-26.93404,26.36282,City of Matlosana,Dr Kenneth Kaunda,DC40
703,23,Dr K Kaunda DM,JB Marks,Ventersdorp CHC,Primary vaccination site,Pfizer,2021-06-01 00:00:00,yes,6 days,200,-25.93189,28.00696,JB Marks,Dr Kenneth Kaunda,DC40
704,24,Dr K Kaunda DM,Maqwassie Hills,Nic Bodenstein Hospital,Primary vaccination site,Pfizer,2021-05-31 00:00:00,yes,6 days,240,-27.31646,25.99495,Maquassi Hills,Dr Kenneth Kaunda,DC40
705,25,Ngaka Modiri Molema DM,Tswaing,Gen de la Rey Hospital,Primary vaccination site,Pfizer,2021-05-18 00:00:00,yes,6 days,160,-29.14872,26.20178,Tswaing,Ngaka Modiri Molema,DC38
706,26,Ngaka Modiri Molema DM,Mahikeng,Mafikeng Provincial Hospital,Primary vaccination site,Pfizer,2021-05-18 00:00:00,yes,6 days,360,-25.86455,25.64237,Mafikeng,Ngaka Modiri Molema,DC38
